UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Temp_Diff,Torque_RPM_Ratio,Air temperature [K]_Rolling_Mean,Air temperature [K]_Rolling_Std,Process temperature [K]_Rolling_Mean,Process temperature [K]_Rolling_Std,Torque [Nm]_Rolling_Mean,Torque [Nm]_Rolling_Std
197,H29610,H,0.3260869565217348,0.3580246913580325,0.1536670547147847,0.6277472527472527,0.35968379446640314,0,0,0,0,0,0,1,0.6000000000000025,0.5318638692014752,0.31938325991188776,0.24019223075065652,0.3425692695214053,0.32322996753514954,0.42537764350453167,0.6578544170683844
198,M15057,M,0.3369565217391255,0.3580246913580325,0.20896391152502913,0.5096153846153846,0.3794466403162055,0,0,0,0,0,0,1,0.5777777777777879,0.4073770887101559,0.3237885462555141,0.3668996929038653,0.3476070528967199,0.3232299675361994,0.3595166163141993,0.5891618045706499
199,L47378,L,0.3369565217391255,0.3703703703703738,0.2444703143189756,0.4285714285714286,0.3913043478260869,0,0,0,0,0,0,1,0.6000000000000025,0.3314894018738402,0.32819383259911916,0.3668996929032024,0.35516372795969176,0.32322996753781374,0.36193353474320233,0.5888941193428913
200,L47379,L,0.3369565217391255,0.3580246913580325,0.15424912689173464,0.5947802197802198,0.3992094861660079,0,0,0,0,0,0,1,0.5777777777777879,0.5046882170742482,0.3325991189427313,0.2401922307476186,0.35768261964735615,0.2731791823172274,0.5818731117824772,0.20047987496974792
201,L47380,L,0.3369565217391255,0.3580246913580325,0.2566938300349244,0.4285714285714286,0.40711462450592883,0,0,0,0,0,0,1,0.5777777777777879,0.3268880523539288,0.3348017621145374,0.19611613517560011,0.36020151133501344,0.1727736850821287,0.5341389728096676,0.24501493542033154
202,L47381,L,0.3260869565217348,0.3456790123456841,0.23690337601862632,0.5137362637362637,0.4150197628458498,0,0,0,0,0,0,1,0.5777777777777755,0.39736671739168167,0.3348017621145374,0.19611613517560011,0.35768261964735615,0.2731791823172274,0.48398791540785513,0.17621388974708163
203,M15062,M,0.3369565217391255,0.3456790123456841,0.2724097788125728,0.43818681318681324,0.4229249011857707,0,0,0,0,0,0,1,0.5555555555555609,0.3279897511862057,0.3348017621145374,0.19611613517560011,0.35516372795969886,0.3232299675378137,0.45256797583081554,0.18686985280133983
204,L47383,L,0.3369565217391255,0.3456790123456841,0.18742724097788133,0.46840659340659335,0.43478260869565216,0,0,0,0,0,0,1,0.5555555555555609,0.38580997599729944,0.3348017621145374,0.19611613517560011,0.3501259445843843,0.21160368472004626,0.4700906344410877,0.17131253252047493
205,L47384,L,0.3369565217391255,0.3456790123456841,0.33352735739231665,0.3983516483516483,0.4426877470355731,0,0,0,0,0,0,1,0.5555555555555609,0.2802941456401073,0.3348017621145374,0.19611613517560011,0.3476070528967199,0.17277368507692353,0.38368580060422974,0.09796482181471325
206,M15065,M,0.3478260869565162,0.3580246913580325,0.10244470314318976,0.6758241758241758,0.450592885375494,0,0,0,0,0,0,1,0.5555555555555609,0.6097229051934906,0.33700440528634346,0.3100868365174886,0.347607052896727,0.17277368507692353,0.4924471299093657,0.29155229076620076
207,L47386,L,0.3478260869565162,0.3703703703703738,0.2566938300349244,0.43269230769230765,0.4624505928853755,0,0,0,0,0,0,1,0.5777777777777755,0.3298704780854474,0.3414096916299485,0.24019223074613666,0.3526448362720487,0.34554737019078435,0.4567975830815708,0.3014624783589219
208,M15067,M,0.3369565217391255,0.3703703703703738,0.14726426076833532,0.7815934065934066,0.4703557312252964,1,0,0,1,0,0,1,0.6000000000000025,0.6622189049018723,0.3414096916299556,0.24019223074613666,0.35768261964735615,0.3863337045997939,0.6078549848942599,0.4751397714388884
209,L47388,L,0.3369565217391255,0.3580246913580325,0.24621653084982542,0.4519230769230769,0.48221343873517786,0,0,0,0,0,0,1,0.5777777777777879,0.3479162470177489,0.3414096916299485,0.24019223074613666,0.36020151133501344,0.3232299675388259,0.6006042296072508,0.48176847049242355
210,L47389,L,0.3369565217391255,0.3580246913580325,0.17986030267753206,0.5521978021978021,0.49011857707509876,0,0,0,0,0,0,1,0.5777777777777879,0.4554534188310439,0.3414096916299556,0.24019223074613666,0.3627204030226636,0.2116036847241484,0.6682779456193352,0.4172071177151797
211,L47390,L,0.3369565217391255,0.3703703703703738,0.20663562281722936,0.4436813186813187,0.4980237154150197,0,0,0,0,0,0,1,0.6000000000000025,0.3580889644747568,0.33920704845814953,0.19611613517460724,0.3652392947103209,0.2116036847250856,0.5661631419939578,0.41230328138748895
212,L47391,L,0.3478260869565162,0.3703703703703738,0.23690337601862632,0.41346153846153844,0.5059288537549407,0,0,0,0,0,0,1,0.5777777777777755,0.32322771651500765,0.33920704845814953,0.19611613517460724,0.3652392947103209,0.2116036847250856,0.5577039274924472,0.42282672472707344
213,H29626,H,0.3369565217391255,0.3703703703703738,0.10244470314318976,0.6744505494505494,0.5138339920948616,0,0,0,0,0,0,1,0.6000000000000025,0.6085327457189308,0.33920704845814953,0.19611613517460724,0.365239294710328,0.2116036847250856,0.5105740181268882,0.29023076447026475
214,L47393,L,0.3369565217391255,0.3703703703703738,0.1268917345750874,0.5645604395604394,0.533596837944664,0,0,0,0,0,0,1,0.6000000000000025,0.49712660582408486,0.33920704845814953,0.19611613517460724,0.3677581863979782,0.17277368508536348,0.5601208459214501,0.282010389409526
215,M15074,M,0.3260869565217348,0.3580246913580325,0.24505238649592553,0.4574175824175824,0.541501976284585,0,0,0,0,0,0,1,0.6000000000000025,0.3524072810405214,0.33700440528634346,0.31008683651736296,0.3677581863979853,0.17277368508536348,0.5184290030211481,0.2924436306227844
216,L47395,L,0.3260869565217348,0.3580246913580325,0.22118742724097795,0.5013736263736263,0.5533596837944663,0,0,0,0,0,0,1,0.6000000000000025,0.3953650352194058,0.3348017621145374,0.3668996929022396,0.3652392947103209,0.2116036847250079,0.54380664652568,0.27407256638742533
217,L47396,L,0.3260869565217348,0.3580246913580325,0.19266589057043082,0.4739010989010988,0.5612648221343873,0,0,0,0,0,0,1,0.6000000000000025,0.38763549501483385,0.33039647577093234,0.24019223074764418,0.3627204030226636,0.21160368472394042,0.5703927492447131,0.2332234211305596
218,L47397,L,0.3260869565217348,0.3456790123456841,0.2887077997671712,0.3818681318681319,0.5691699604743082,0,0,0,0,0,0,1,0.5777777777777755,0.28270370191942523,0.32819383259911916,0.19611613517642223,0.35768261964735615,0.2731791823166839,0.44169184290030195,0.1670124236376052
219,L47398,L,0.3260869565217348,0.3580246913580325,0.16239813736903386,0.4711538461538462,0.5770750988142292,0,0,0,0,0,0,1,0.6000000000000025,0.40011172245581983,0.3259911894273131,0.0,0.35516372795969886,0.17277368507895222,0.4006042296072506,0.1016759400072483
220,M15079,M,0.3260869565217348,0.3456790123456841,0.1548311990686846,0.5824175824175825,0.5849802371541502,0,0,0,0,0,0,1,0.5777777777777755,0.49428241593200317,0.3259911894273131,0.0,0.3526448362720416,0.21160368471975058,0.4555891238670694,0.18331189567969342
221,L47400,L,0.3260869565217348,0.3456790123456841,0.1443538998835856,0.6717032967032966,0.5968379446640316,0,0,0,0,0,0,1,0.5777777777777755,0.5742601873130259,0.3259911894273131,0.0,0.3501259445843843,0.21160368471863794,0.5305135951661629,0.3059934350771392
222,H29635,H,0.3369565217391255,0.3456790123456841,0.3835855646100116,0.2815934065934066,0.6047430830039525,0,0,0,0,0,0,1,0.5555555555555609,0.19168964979165193,0.32819383259911916,0.1961161351762968,0.3476070528967199,0.17277368507492863,0.4459214501510572,0.43617217006206555
223,L47402,L,0.3369565217391255,0.3580246913580325,0.07916181606519213,0.5659340659340659,0.6245059288537549,0,0,0,0,0,0,1,0.5777777777777879,0.530938728920149,0.33039647577093234,0.24019223074748206,0.3501259445843843,0.21160368471856028,0.5268882175226587,0.4156846240002081
224,L47403,L,0.3369565217391255,0.3580246913580325,0.23341094295692666,0.42032967032967034,0.6324110671936758,0,0,0,0,0,0,1,0.5777777777777879,0.32964174307052624,0.3325991189427313,0.24019223074718055,0.3501259445843843,0.21160368471856028,0.5045317220543805,0.43196176211598725
225,L47404,L,0.3260869565217348,0.3580246913580325,0.24214202561117582,0.3502747252747253,0.6403162055335968,0,0,0,0,0,0,1,0.6000000000000025,0.2748192421734211,0.3325991189427313,0.24019223074718055,0.3526448362720487,0.21160368471951752,0.40241691842900307,0.44866623263879685
226,L47405,L,0.3260869565217348,0.3456790123456841,0.11292200232828875,0.6868131868131867,0.6482213438735177,0,0,0,0,0,0,1,0.5777777777777755,0.6107819898422635,0.3325991189427313,0.24019223074718055,0.3526448362720487,0.21160368471951752,0.4090634441087614,0.4642449066367012
227,L47406,L,0.3260869565217348,0.3333333333333357,0.09371362048894072,0.6236263736263736,0.6561264822134387,0,0,0,0,0,0,1,0.5555555555555485,0.5711058571358683,0.33039647577093234,0.2401922307474081,0.3501259445843843,0.3455473701895183,0.5595166163141992,0.3917176775426138
228,L47407,L,0.3260869565217348,0.3456790123456841,0.21594877764842846,0.4436813186813187,0.6640316205533596,0,0,0,0,0,0,1,0.5777777777777755,0.3541471780622641,0.32819383259911916,0.19611613517602508,0.3476070528967199,0.3232299675352693,0.5057401812688823,0.3998067775058597
229,M15088,M,0.3260869565217348,0.3456790123456841,0.26833527357392317,0.4574175824175824,0.6719367588932806,0,0,0,0,0,0,1,0.5777777777777755,0.34323677405133773,0.3259911894273131,0.0,0.3450881612090697,0.2731791823129046,0.5220543806646526,0.38586050900347935
230,L47409,L,0.3260869565217348,0.3456790123456841,0.21536670547147851,0.39010989010989017,0.683794466403162,0,0,0,0,0,0,1,0.5777777777777755,0.313829759186943,0.3259911894273131,0.0,0.3425692695214053,0.17277368507321914,0.5395770392749247,0.35265674346304265
231,L47410,L,0.3260869565217348,0.3580246913580325,0.2339930151338766,0.4258241758241758,0.691699604743083,0,0,0,0,0,0,1,0.6000000000000025,0.3334937137563535,0.3259911894273131,0.0,0.3450881612090697,0.2731791823129046,0.42477341389728107,0.23987823536438097
232,L47411,L,0.3260869565217348,0.3333333333333357,0.13969732246798605,0.5398351648351648,0.6996047430830039,0,0,0,0,0,0,1,0.5555555555555485,0.46858081115883565,0.3259911894273131,0.0,0.3450881612090697,0.2731791823129046,0.3879154078549848,0.1336045019329808
233,L47412,L,0.3152173913043441,0.3333333333333357,0.14901047729918515,0.6016483516483516,0.7075098814229248,0,0,0,0,0,0,1,0.5777777777777755,0.513627557078905,0.323788546255507,0.19611613517670792,0.3425692695214124,0.3232299675342194,0.45740181268882185,0.22739587217008023
234,L47413,L,0.3152173913043441,0.3333333333333357,0.20023282887077998,0.4271978021978022,0.7154150197628458,0,0,0,0,0,0,1,0.5777777777777755,0.34815230070407627,0.32158590308370094,0.24019223074849755,0.34005037783374803,0.34554737018755416,0.444108761329305,0.23720642880307058
235,L47414,L,0.3152173913043441,0.3333333333333357,0.180442374854482,0.5370879120879121,0.7233201581027667,0,0,0,0,0,0,1,0.5777777777777755,0.44322619778374206,0.31938325991189487,0.24019223074885024,0.33753148614609074,0.34554737018711834,0.5087613293051357,0.19974343747230144
236,M15095,M,0.30434782608695343,0.3209876543209944,0.2980209545983702,0.41071428571428575,0.7312252964426877,0,0,0,0,0,0,1,0.5777777777777755,0.29980537806584606,0.3149779735682827,0.31008683651959046,0.3299748110831189,0.17277368506891017,0.5021148036253776,0.21225308692222844
237,L47416,L,0.30434782608695343,0.3209876543209944,0.19033760186263105,0.4793956043956044,0.7430830039525691,0,0,0,0,0,0,1,0.5777777777777755,0.3930087965398999,0.31057268722466347,0.2401922307504659,0.3274559193954687,0.21160368471192217,0.47552870090634436,0.20518451882830366
238,M15097,M,0.29347826086956275,0.2962962962963047,0.22351571594877773,0.45054945054945056,0.7509881422924901,0,0,0,0,0,0,1,0.5555555555555609,0.35615758872332803,0.3061674008810584,0.36689969290514457,0.31989924433249683,0.47316022335232033,0.4090634441087614,0.11616218164388048
239,L47418,L,0.28260869565216495,0.2962962962963047,0.130966239813737,0.6387362637362637,0.7628458498023715,0,0,0,0,0,0,1,0.5777777777777879,0.5565305516069213,0.2995594713656402,0.5000000000654151,0.31234256926951787,0.518321055290022,0.5021148036253779,0.23412368721663518
240,L47419,L,0.29347826086956275,0.308641975308646,0.2578579743888243,0.36813186813186816,0.7707509881422925,0,0,0,0,0,0,1,0.5777777777777755,0.28276814544320594,0.29515418502202806,0.3668996929068112,0.3073047858942033,0.38633370459106176,0.42779456193353493,0.2792510851742039
241,M15100,M,0.29347826086956275,0.2962962962963047,0.09953434225844005,0.6565934065934066,0.7786561264822134,0,0,0,0,0,0,1,0.5555555555555609,0.5953538849783836,0.292951541850222,0.3100868365233978,0.3022670025188958,0.34554737018121945,0.5359516616314198,0.34395421194847836
242,L47421,L,0.29347826086956275,0.2962962962963047,0.3544819557625146,0.2815934065934066,0.7905138339920948,0,0,0,0,0,0,1,0.5555555555555609,0.19767589813141478,0.2907488986784088,0.1961161351851072,0.29722921914357414,0.1727736850581283,0.4489425981873111,0.46659894752805
243,L47422,L,0.29347826086956275,0.308641975308646,0.10477299185098954,0.7554945054945054,0.7984189723320158,1,0,0,0,1,0,1,0.5777777777777755,0.6766755559923788,0.2907488986784088,0.1961161351851072,0.29974811083123143,0.21160368470445193,0.5830815709969789,0.5838212466267894
244,L47423,L,0.29347826086956275,0.308641975308646,0.15948777648428414,0.5535714285714285,0.8063241106719367,0,0,0,0,0,0,1,0.5777777777777755,0.4681285925846664,0.292951541850222,0.0,0.3022670025188958,0.21160368470511848,0.545619335347432,0.562986156039677
245,M15104,M,0.29347826086956275,0.308641975308646,0.13213038416763678,0.6222527472527473,0.8142292490118577,0,0,0,0,0,0,1,0.5777777777777755,0.541942683261935,0.292951541850222,0.0,0.3022670025188887,0.21160368470511848,0.6574018126888216,0.5082655466093366
246,M15105,M,0.28260869565216495,0.2962962962963047,0.2671711292200233,0.3791208791208791,0.826086956521739,0,0,0,0,0,0,1,0.5777777777777879,0.2876454155641946,0.2907488986784159,0.1961161351852326,0.3022670025188887,0.21160368470511848,0.5353474320241692,0.5406220391409419
247,L47426,L,0.28260869565216495,0.2962962962963047,0.24272409778812576,0.40796703296703296,0.8379446640316205,0,0,0,0,0,0,1,0.5777777777777879,0.31701876341584795,0.28854625550660984,0.24019223075591303,0.3022670025188887,0.21160368470511848,0.5909365558912386,0.43702080383336916
248,L47427,L,0.29347826086956275,0.308641975308646,0.1752037252619325,0.5728021978021978,0.8458498023715414,0,0,0,0,0,0,1,0.5777777777777755,0.47438176143641186,0.28854625550660984,0.24019223075591303,0.3022670025188887,0.21160368470511848,0.5105740181268884,0.29047144112354895
249,L47428,L,0.29347826086956275,0.3209876543209944,0.11292200232828875,0.7280219780219779,0.8537549407114624,1,0,0,0,1,0,1,0.6000000000000025,0.6460149046842064,0.28854625550660984,0.24019223075591303,0.3047858942065389,0.3232299675274177,0.5873111782477339,0.4115538066642562
250,L47429,L,0.29347826086956275,0.3209876543209944,0.13795110593713622,0.7197802197802198,0.8616600790513833,1,0,0,0,1,0,1,0.6000000000000025,0.6187681172208147,0.28854625550660984,0.24019223075591303,0.3073047858942033,0.38633370459112765,0.6302114803625377,0.46801922893428394
251,L47430,L,0.29347826086956275,0.3209876543209944,0.2875436554132713,0.396978021978022,0.0,0,0,0,0,0,0,1,0.6000000000000025,0.2936560775575227,0.2907488986784088,0.1961161351852326,0.31234256926951787,0.3455473701830593,0.6380664652567974,0.45346326886716215
252,M15111,M,0.29347826086956275,0.308641975308646,0.17345750873108268,0.532967032967033,0.007905138339920948,0,0,0,0,0,0,1,0.5777777777777755,0.4437532992597044,0.292951541850222,0.0,0.31486146095718226,0.21160368470903765,0.6930513595166164,0.38552547749297006
253,L47432,L,0.29347826086956275,0.308641975308646,0.2630966239813738,0.43956043956043955,0.01976284584980237,0,0,0,0,0,0,1,0.5777777777777755,0.3324245636619557,0.292951541850222,0.0,0.31486146095717515,0.21160368470903765,0.634441087613293,0.43427567264294137
254,L47433,L,0.29347826086956275,0.308641975308646,0.11001164144353903,0.6098901098901098,0.02766798418972332,0,0,0,0,0,0,1,0.5777777777777755,0.5470996429996594,0.292951541850222,0.0,0.31234256926951787,0.21160368470823576,0.5824773413897281,0.3603745443710434
255,L47434,L,0.29347826086956275,0.308641975308646,0.20139697322467986,0.46840659340659335,0.035573122529644265,0,0,0,0,0,0,1,0.5777777777777755,0.37936022817085074,0.292951541850222,0.0,0.3098236775818677,0.17277368506256918,0.4719033232628397,0.2185595435601872
256,L47435,L,0.29347826086956275,0.308641975308646,0.18684516880093138,0.5027472527472526,0.043478260869565216,0,0,0,0,0,0,1,0.5777777777777755,0.4129397476159406,0.292951541850222,0.0,0.3073047858942033,0.0,0.5184290030211481,0.16442885870265067
257,L47436,L,0.30434782608695343,0.3209876543209944,0.0948777648428406,0.8131868131868132,0.05138339920948616,0,0,0,0,0,0,1,0.5777777777777755,0.7360622231147843,0.29515418502202806,0.19611613518343501,0.3098236775818677,0.17277368506256918,0.6416918429003021,0.4269056984018332
258,L47437,L,0.29347826086956275,0.2839506172839492,0.26018626309662407,0.35302197802197804,0.05928853754940711,0,0,0,0,0,0,1,0.5333333333333339,0.2711206923655568,0.29515418502202806,0.19611613518343501,0.304785894206546,0.4232073694610587,0.6036253776435044,0.49218586838717737
259,L47438,L,0.30434782608695343,0.308641975308646,0.18277066356228178,0.46840659340659335,0.06719367588932806,0,0,0,0,0,0,1,0.5555555555555485,0.38800631387609025,0.29735682819383413,0.2401922307528894,0.304785894206546,0.4232073694610587,0.5413897280966767,0.4898007187400606
260,M15119,M,0.30434782608695343,0.308641975308646,0.14668218859138538,0.8255494505494505,0.07509881422924901,1,0,0,1,0,0,1,0.5555555555555485,0.698746833919234,0.2995594713656473,0.2401922307520816,0.3047858942065389,0.4232073694610587,0.6984894259818729,0.616003914445451
261,M15120,M,0.3152173913043441,0.3209876543209944,0.20605355064027941,0.6222527472527473,0.08695652173913043,0,0,0,0,0,0,1,0.5555555555555609,0.4949640065205819,0.30396475770925235,0.3100868365202405,0.3073047858942033,0.4731602233509452,0.7510574018126889,0.5979648948994919
262,L47441,L,0.30434782608695343,0.308641975308646,0.28288707799767177,0.38873626373626374,0.09881422924901186,0,0,0,0,0,0,1,0.5555555555555485,0.2893757241992002,0.30396475770925235,0.3100868365202405,0.3047858942065389,0.4232073694610449,0.5643504531722053,0.5548752967314587
263,M15122,M,0.30434782608695343,0.308641975308646,0.33061699650756704,0.315934065934066,0.1067193675889328,0,0,0,0,0,0,1,0.5555555555555485,0.22587727856886047,0.3061674008810584,0.19611613517844287,0.3098236775818606,0.17277368506283927,0.5480362537764351,0.5822742011442701
264,M15123,M,0.29347826086956275,0.2962962962963047,0.24388824214202565,0.3914835164835165,0.11857707509881422,0,0,0,0,0,0,1,0.5555555555555609,0.3044976211556458,0.30396475770925235,0.3100868365202405,0.3073047858942033,0.27317918230494037,0.5141993957703926,0.6066553529767291
265,L47444,L,0.30434782608695343,0.308641975308646,0.12922002328288718,0.6002747252747253,0.13043478260869565,0,0,0,0,0,0,1,0.5555555555555485,0.5255555121499457,0.30396475770925235,0.3100868365202405,0.3073047858942033,0.27317918230494037,0.4151057401812689,0.3848732620043532
266,L47445,L,0.29347826086956275,0.2962962962963047,0.16647264260768335,0.4574175824175824,0.13833992094861658,0,0,0,0,0,0,1,0.5555555555555609,0.3870828663977655,0.2995594713656473,0.2401922307520816,0.3022670025188887,0.2116036847047701,0.3425981873111782,0.29046074816301265
267,H29680,H,0.29347826086956275,0.2962962962963047,0.15832363213038425,0.548076923076923,0.14624505928853754,0,0,0,0,0,0,1,0.5555555555555609,0.4643647613913227,0.29735682819383413,0.2401922307528894,0.29974811083123143,0.21160368470376775,0.41268882175226607,0.31410014723099405
268,L47447,L,0.28260869565216495,0.2839506172839492,0.45750873108265433,0.23763736263736268,0.1660079051383399,0,0,0,0,0,0,1,0.5555555555555609,0.15166621607797487,0.292951541850222,0.3100868365235234,0.29471032745592396,0.2731791823010582,0.3782477341389726,0.3964421479772618
269,H29682,H,0.28260869565216495,0.2839506172839492,0.3678696158323632,0.2884615384615385,0.17391304347826086,0,0,0,0,0,0,1,0.5555555555555609,0.1993241808207969,0.2907488986784088,0.3668996929078782,0.29219143576826667,0.3232299675239711,0.33293051359516623,0.4467466845774896
270,L47449,L,0.29347826086956275,0.2839506172839492,0.2072176949941793,0.45604395604395603,0.19367588932806323,0,0,0,0,0,0,1,0.5333333333333339,0.3672864831263265,0.28854625550660984,0.24019223075653032,0.2871536523929521,0.2116036846983851,0.2694864048338367,0.35843993890432185
271,H29684,H,0.29347826086956275,0.2839506172839492,0.20488940628637953,0.49175824175824184,0.20158102766798416,0,0,0,0,0,0,1,0.5333333333333339,0.3956695917311816,0.28854625550660984,0.24019223075653032,0.2846347607052877,0.17277368505012408,0.28459214501510577,0.37298709372096894
272,M15131,M,0.30434782608695343,0.2962962962963047,0.16530849825378346,0.5082417582417581,0.22134387351778656,0,0,0,0,0,0,1,0.5333333333333339,0.42840555187921786,0.2907488986784159,0.3668996929078782,0.2846347607052948,0.17277368505012408,0.26706948640483374,0.3431382906061992
273,L47452,L,0.30434782608695343,0.2962962962963047,0.18393480791618166,0.5027472527472526,0.23320158102766797,0,0,0,0,0,0,1,0.5333333333333339,0.4144020163613811,0.29515418502202806,0.3668996929066865,0.2871536523929521,0.21160368469830743,0.3836858006042295,0.24519198939819337
274,L47453,L,0.30434782608695343,0.2839506172839492,0.15017462165308504,0.5796703296703296,0.24110671936758893,0,0,0,0,0,0,1,0.5111111111111069,0.4949301042822114,0.2995594713656473,0.24019223075208163,0.2871536523929521,0.21160368469830743,0.5117824773413896,0.10190494135812794
275,L47454,L,0.30434782608695343,0.2839506172839492,0.2817229336437719,0.3392857142857143,0.24901185770750986,0,0,0,0,0,0,1,0.5111111111111069,0.2548940042570547,0.3017621145374534,0.1961161351805401,0.2871536523929521,0.21160368469830743,0.4604229607250755,0.2327624049634105
276,L47455,L,0.29347826086956275,0.2839506172839492,0.13562281722933645,0.6991758241758241,0.2569169960474308,0,0,0,0,0,0,1,0.5333333333333339,0.6034688337978995,0.3017621145374534,0.1961161351805401,0.2871536523929521,0.21160368469830743,0.5516616314199395,0.3626718333933454
277,M15136,M,0.29347826086956275,0.2716049382716008,0.33876600698486625,0.31318681318681324,0.26482213438735175,0,0,0,0,0,0,1,0.5111111111111069,0.22207368245761294,0.2995594713656473,0.24019223075208163,0.2821158690176304,0.273179182296916,0.4658610271903324,0.45909485784446374
278,H29691,H,0.29347826086956275,0.2839506172839492,0.18102444703143195,0.6442307692307693,0.27667984189723316,0,0,0,0,0,0,1,0.5333333333333339,0.5272711675144668,0.29735682819383413,0.24019223075288945,0.27959697732997313,0.17277368504766882,0.5280966767371601,0.5048565393254425
279,M15138,M,0.29347826086956275,0.2839506172839492,0.2630966239813738,0.3516483516483516,0.2964426877470355,0,0,0,0,0,0,1,0.5333333333333339,0.26923150355286946,0.29515418502202806,0.19611613518350823,0.27959697732997313,0.17277368504766882,0.42779456193353493,0.5302107815944809
280,L47459,L,0.29347826086956275,0.2962962962963047,0.37892898719441226,0.2692307692307692,0.308300395256917,0,0,0,0,0,0,1,0.5555555555555609,0.18471100279929903,0.292951541850222,0.0,0.2821158690176304,0.27317918229683646,0.39697885196374616,0.5737516240373737
281,M15140,M,0.30434782608695343,0.2962962962963047,0.16763678696158324,0.548076923076923,0.3162055335968379,0,0,0,0,0,0,1,0.5333333333333339,0.45903040559592523,0.29515418502202806,0.19611613518350823,0.2846347607052948,0.3232299675217154,0.3305135951661632,0.4578607235718187
282,L47461,L,0.30434782608695343,0.2839506172839492,0.26658905704307334,0.4491758241758242,0.32806324110671936,0,0,0,0,0,0,1,0.5111111111111069,0.3380064229851399,0.29735682819383413,0.24019223075288945,0.2871536523929521,0.21160368469792157,0.39033232628398784,0.4196822555324346
283,M15142,M,0.30434782608695343,0.2962962962963047,0.12922002328288718,0.6318681318681317,0.3359683794466403,0,0,0,0,0,0,1,0.5333333333333339,0.5520232888970685,0.2995594713656473,0.24019223075208163,0.2896725440806023,0.21160368469881363,0.38489425981873115,0.4078168760515837
284,L47463,L,0.3152173913043441,0.308641975308646,0.1752037252619325,0.5384615384615384,0.34782608695652173,0,0,0,0,0,0,1,0.5333333333333339,0.4471595978232439,0.30396475770925235,0.31008683652024055,0.29471032745592396,0.27317918230018673,0.4670694864048338,0.3842075793879341
285,L47464,L,0.3152173913043441,0.3209876543209944,0.5139697322467985,0.21153846153846156,0.3557312252964427,0,0,0,0,0,0,1,0.5555555555555609,0.1286791307123457,0.3083700440528645,0.2401922307487792,0.29974811083123143,0.4404881958648763,0.44169184290030195,0.4547973089953095
286,L47465,L,0.3152173913043441,0.3209876543209944,0.23282887077997672,0.44230769230769235,0.3636363636363636,0,0,0,0,0,0,1,0.5555555555555609,0.3461875930085531,0.31057268722466347,0.2401922307480226,0.304785894206546,0.5037175232446148,0.39516616314199393,0.4396547565421455
287,L47466,L,0.3152173913043441,0.3209876543209944,0.24505238649592553,0.4038461538461539,0.37154150197628455,0,0,0,0,0,0,1,0.5555555555555609,0.3131477473553815,0.31277533039647665,0.19611613517566293,0.31234256926951787,0.3455473701819223,0.37522658610271875,0.444828522994341
288,L47467,L,0.3152173913043441,0.3209876543209944,0.37077997671711305,0.3818681318681319,0.3794466403162055,0,0,0,0,0,0,1,0.5555555555555609,0.2589746659922853,0.3149779735682827,0.0,0.31738035264483955,0.17277368506324137,0.2652567975830816,0.32665463632507824
289,H29702,H,0.3152173913043441,0.3333333333333357,0.12630966239813746,0.5274725274725275,0.38735177865612647,0,0,0,0,0,0,1,0.5777777777777755,0.46631771138942285,0.3149779735682827,0.0,0.322418136020147,0.17277368506531604,0.2604229607250754,0.31682104749764045
290,L47469,L,0.30434782608695343,0.3333333333333357,0.15599534342258448,0.5892857142857143,0.40711462450592883,0,0,0,0,0,0,1,0.5999999999999897,0.4991342151002697,0.31277533039647665,0.1961161351755375,0.3249370277078114,0.21160368471059135,0.4265861027190333,0.22992035316497672
291,L47470,L,0.30434782608695343,0.3333333333333357,0.15715948777648436,0.5741758241758241,0.4150197628458498,0,0,0,0,0,0,1,0.5999999999999897,0.4861747510287311,0.31057268722466347,0.2401922307477723,0.3274559193954687,0.21160368471152857,0.4845921450151057,0.25834739971852294
292,L47471,L,0.29347826086956275,0.3209876543209944,0.17753201396973228,0.532967032967033,0.4229249011857707,0,0,0,0,0,0,1,0.6000000000000025,0.44154440285313845,0.3061674008810584,0.36689969290351526,0.3274559193954687,0.21160368471152857,0.5413897280966767,0.21466935373994214
293,L47472,L,0.30434782608695343,0.3333333333333357,0.09720605355064038,0.5,0.43083003952569165,0,0,0,0,0,0,1,0.5999999999999897,0.46060795834925095,0.30396475770925235,0.31008683651957736,0.3299748110831189,0.17277368506875956,0.5933534743202417,0.07545065214602648
294,H29707,H,0.30434782608695343,0.3456790123456841,0.13038416763678706,0.5631868131868131,0.4387351778656126,0,0,0,0,0,0,1,0.6222222222222167,0.49374391640993265,0.3017621145374534,0.19611613517922327,0.33249370277077617,0.2731791823101754,0.6090634441087613,0.07317393570009062
295,M15154,M,0.30434782608695343,0.3456790123456841,0.11874272409778819,0.6497252747252747,0.458498023715415,0,0,0,0,0,0,1,0.6222222222222167,0.5746982120940606,0.3017621145374534,0.19611613517922327,0.33501259445843345,0.3232299675329889,0.6356495468277944,0.13486416145768954
296,M15155,M,0.30434782608695343,0.3580246913580325,0.31897555296856817,0.3695054945054945,0.4703557312252964,0,0,0,0,0,0,1,0.6444444444444437,0.26510931640310104,0.3017621145374534,0.19611613517922327,0.34005037783374803,0.4404881958715249,0.545619335347432,0.27568699951812753
